Unidade de negócio,Case Name,Cliente,Ano do case,MD,Focal do time,Setor,Produto,Status,ID,Created,Item Type,Path
PEPI (CT),"Tekni-plex, Inc.: ODD","Tekni-plex, Inc.",2021,"Munier, Kevin;#26","Fuschini, Leandro;#367",24;#Químico e Petroquímico,48;#Operational Due Diligence (ODD) and Business Due Diligence (BDD),Validado,180,5/12/2022 06:52,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa;#Finance;#Digital & Technology Services,Tempo Assist: Transformação Corporativa,Tempo Assist,2024,"Pela, Mauricio;#18","Repecka, Henrique;#4530",217;#Seguros,520;#Organizational Design;#397;#Renegociação de contratos de compras;#399;#Diagnóstico de Tecnologia,Validado,1263,30/9/2024 06:42,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Strategy,The Coca-Cola Company: CO&PE Market Research,The Coca-Cola Company,2023,"Pela, Mauricio;#18","Zidan, Murilo;#39",8;#Bebidas,401;#Estratégia corporativa,Validado,1202,14/3/2024 14:29,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),The Linde Group: Diagnóstico e implementação escopo amplo,The Linde Group,2019,"Pela, Mauricio;#18;#Sampaio de Oliveira, Eduardo;#19","Ribeiro, Joao;#227",20;#Óleo e Gás Natural;#24;#Químico e Petroquímico,71;#Pricing;#129;#Organization chart;#45;#Operations planning,Validado,30,8/10/2021 09:13,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),TSEA Energia: Melhoria de performance,TSEA Energia,2018,"Mendes, Carlos;#16","Rodrigues Watanabe, Lucas;#29;#Martins, Lucas;#152",23;#Energética,57;#Operational model redesign,Validado,39,8/10/2021 10:45,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Two Seas Marine Services: Estudo de viabilidade e capitalização de projeto,Two Seas Marine Services,2020,"Fernandes, George;#427","Eguti, Rafael;#489",79;#Industrial,36;#Financial Transformation,Validado,160,18/10/2022 07:22,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,Uau Ingleza: Uau Ingleza - Estudo de viabilidade de construção de uma nova fábrica,Uau Ingleza,2024,"Menano, Joao;#2472","Fuschini, Leandro;#367",24;#Químico e Petroquímico,451;#Melhoria de Layout Industrial;#513;#Melhoria de processos e administração de pessoal;#483;#Otimização no uso de ativos industriais;#514;#Jornada Digital (Automação industrial),Validado,1241,20/8/2024 07:39,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Operations,Uau Ingleza: Uau Ingleza - Estudo de viabilidade de construção de uma nova fábrica,Uau Ingleza,2024,"Menano, Joao;#2472","Fuschini, Leandro;#367",,,Validado,1242,20/8/2024 12:04,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Ultracheese,LATICINIOS SAO JOAO LTDA,2020,"Sampaio de Oliveira, Eduardo;#19",,77;#Pecuária,296;#Integrated Performance Management,Em validação,1073,7/2/2023 14:37,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Ultracheese: BDD e PMI,Ultracheese,2021,"Munier, Kevin;#26","Marcilio, Caio;#54;#Manfrinatti, Ana Paula;#75",11;#Alimentos,48;#Operational Due Diligence (ODD) and Business Due Diligence (BDD);#32;#Post-Merger Integration (PMI),Validado,28,8/10/2021 08:51,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),UniFTC: IT Carve-out,UniFTC,2022,"Quintao, Fabio;#23","Pascoli, Rafael;#71",115;#Educação,226;#IT Carve-out (PMI),Validado,166,19/10/2022 12:54,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),UNIG - Universidade Nova Iguaçu: Diagnóstico Amplo,UNIG - Universidade Nova Iguaçu,2021,"Kneubuhler, Markus;#50","Neumann, Roberto;#353",115;#Educação,177;#Diagnosis,Validado,122,30/6/2022 10:58,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Strategy,UPL do Brasil: Carteira de pedidos comercial,UPL do Brasil,2023,"Pela, Mauricio;#18","Neto, Luiz;#335",13;#Agronégocio,,Validado,1181,22/12/2023 13:40,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Urbaser Chile: Revisão de Modelo Operacional (fase 1),Urbaser Chile,2022,"Mendes, Carlos;#16","Chan, Paulo;#61",26;#Construção e infraestrutura,178;#Operating model redesign,Validado,126,15/7/2022 10:27,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Urbaser Chile: Revisão de Modelo Operacional (fase 2),Urbaser Chile,2022,"Mendes, Carlos;#16","Chan, Paulo;#61",26;#Construção e infraestrutura,229;#Operating model redesign,Validado,167,20/10/2022 05:31,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Usina Itajobi: Reestruturação operacional ,Usina Itajobi,2021,"Rino, Tiago;#14","Takahashi, Juliana;#444;#Kurayama, Rodrigo;#27",4;#Açúcar e Etanol,196;#Corporate restructuring,Validado,136,23/8/2022 14:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),VB Serviços: Eficiência operacional,VB Serviços,2021,"Kneubuhler, Markus;#50","Carbinatto, Lucas;#66",81;#Serviços gerais e administrativos,2;#Reduction of G＆A costs and indirect costs,Validado,114,27/5/2022 06:44,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Via Varejo: Diagnóstico de Legal,Via Varejo,2021,"Mendes, Carlos;#16","Sproesser, Joao Pedro;#263",9;#Varejo e bens de consumo,194;#Legal,Validado,80,14/4/2022 06:49,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Via Varejo: Diagnóstico de Legal e planos de ação​,Via Varejo,2022,"Mendes, Carlos;#16","Garay, Janice;#180",17;#Varejo,194;#Legal,Validado,155,18/10/2022 06:10,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Bizhub,Via: Modelo de Processos Trabalhistas,Via Varejo,2021,"Bonora, Ricardo;#116","Coutinho, Alexandre;#330",17;#Varejo,104;#Data Analytics,Validado,60,19/1/2022 05:15,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Viver - Construção civil,Paladin Realty Partners LLC,2015,"Bucione, André;#3732",,26;#Construção e infraestrutura,196;#Corporate restructuring,Em validação,909,7/2/2023 14:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Transformação Corporativa (CT),Viver - Construção Civil,Paladin Realty Partners LLC,2015,"Bucione, André;#3732",,26;#Construção e infraestrutura,313;#Financial planning;#154;#Business model,Em validação,910,7/2/2023 14:35,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Strategy (CT),Wella Company: Wella Co GTM Strategy,Wella Company,2022,"Pela, Mauricio;#18","Coutinho, Andre;#1892","140;#Cosméticos, Produtos de perfumaria e Higiene",319;#Market monitoring,Validado,1128,22/6/2023 10:36,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),Wooza: Cost Take-out e Melhoria de Performance,Wooza,2020,"Quintao, Fabio;#23","Weiss, Ian;#193","16;#Telecomunicações, Mídia e Tecnologia",210;#Transformação,Validado,142,8/9/2022 13:08,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Digital & Technology Services (CT),XP Asset Management: IT Due Diligence​,XP Asset Management,2021,"Bonora, Ricardo;#116","Massao, Marcos;#86",145;#Private Equity,47;#IT Due Diligence,Validado,1094,28/2/2023 11:39,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),XP Asset Management: Strategic and IT Due Diligence,XP Asset Management,2021,"Kneubuhler, Markus;#50","Carbinatto, Lucas;#66","16;#Telecomunicações, Mídia e Tecnologia",202;#Due Diligence,Validado,135,16/8/2022 04:39,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance,YDUQS: YDUQS - Legal,YDUQS,2024,"Hong, Rodrigo;#441","Trauzola, Felipe;#6483",115;#Educação,389;#Legal,Validado,1236,17/8/2024 11:02,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Corporate Transformation (2018 - 2021),Zamin: Diagnóstico,Zamin,2019,"Fernandes, George;#427","Eguti, Rafael;#489",124;#Mineração,,Validado,162,18/10/2022 07:38,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Healthcare Industry Group,Zentria Colombia: Eficiência - dimensionamento de equipes,Zentria Colombia,2023,"Compte, Marcelo;#3269","Chimionato, Roberto;#3190",25;#Saúde,472;#Dimensionamento de Equipes [Operações Industriais],Validado,1212,20/3/2024 08:04,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
Finance (CT),Zurich Santander: Estratégia Jurídica e Gestão de escritórios,Zurich Santander,2022,"Mendes, Carlos;#16","Franco, Andre;#451",215;#Seguros e previdências,194;#Legal;#192;#Legal Strategy,Validado,170,25/10/2022 06:48,Item,sites/KnowledgeCorporateTransformation/Lists/Cases
